disp_id,client_id,account_id,type_disp,frequency,Creation_account,card_id,Type_card,issued_date,district_id,district_name,region,nbr_inhabitants,nbr_municipalities_inhabitants < 499,nbr_municipalities_inhabitants 500-1999,nbr_municipalities_inhabitants 2000-9999,nbr_municipalities_inhabitants  >10000,nbr_cities,ratio_urban_inhabitants,average_salary,unemploymant_rate95,unemploymant_rate96,nbr_enterpreneurs_1000inhabitants,nbr_crimes95,nbr_crimes96,client_age,gender,birthdate,Credits,Withdrawals,remittance_another_bank,collection_another_bank,credit_cash,withdrawal_cash,creditcard_withdrawal,Q1-1993,Q1-1994,Q1-1995,Q1-1996,Q1-1997,Q1-1998,Q2-1993,Q2-1994,Q2-1995,Q2-1996,Q2-1997,Q2-1998,Q3-1993,Q3-1994,Q3-1995,Q3-1996,Q3-1997,Q3-1998,Q4-1993,Q4-1994,Q4-1995,Q4-1996,Q4-1997,Q4-1998,Other,Leasing,Insurance_Pay,Household_Pay,Loan_Pay,nbr_Other,nbr_Leasing,nbr_Insurance_Pay,nbr_Household_Pay,nbr_Loan_Pay,loan_id,date,amount,duration,payments,status
68,68,59,OWNER,Monthly,1994-03-27,,,,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,53.0,male,1946-12-14,941096.1000000001,,364905.0,,930841.0,496379.1999999995,,0,1,24,25,25,27,0,9,21,21,20,18,0,15,20,20,19,20,0,35,32,32,33,32,6190.0,,,695.0,,1.0,,,1.0,,,,,,,
70,70,61,OWNER,Monthly,1993-12-11,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,74.0,male,1925-12-22,246496.40000000002,,128860.0,241140.0,700.0,99213.00000000009,,0,3,23,23,22,21,0,10,16,18,16,17,0,19,17,16,18,15,1,29,30,28,27,29,,,,2313.0,,,,,2.0,,,,,,,
71,71,61,DISPONENT,Monthly,1993-12-11,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,73.0,female,1927-02-06,246496.40000000002,,128860.0,241140.0,700.0,99213.00000000009,,0,3,23,23,22,21,0,10,16,18,16,17,0,19,17,16,18,15,1,29,30,28,27,29,,,,2313.0,,,,,2.0,,,,,,,
72,72,62,OWNER,Monthly,1993-03-28,,,,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,77.0,male,1923-01-13,357756.10000000003,,147745.0,350451.0,1100.0,193324.4000000002,,1,20,18,19,16,18,3,13,17,16,14,16,10,14,15,16,15,16,25,29,29,27,25,25,,,,2273.0,,,,,1.0,,,,,,,
73,73,63,OWNER,Monthly,1996-11-16,,,,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,76.0,male,1924-02-20,128533.99999999997,,50117.0,125600.0,600.0,46081.999999999985,,0,0,0,0,3,22,0,0,0,0,16,17,0,0,0,0,18,15,0,0,0,2,30,27,,,,2394.0,,,,,2.0,,,,,,,
74,74,63,DISPONENT,Monthly,1996-11-16,,,,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,74.0,female,1925-07-26,128533.99999999997,,50117.0,125600.0,600.0,46081.999999999985,,0,0,0,0,3,22,0,0,0,0,16,17,0,0,0,0,18,15,0,0,0,2,30,27,,,,2394.0,,,,,2.0,,,,,,,
75,75,64,OWNER,Monthly,1997-03-11,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,22.0,female,1977-09-19,119829.80000000002,,,,117148.0,98100.0,,0,0,0,0,1,6,0,0,0,0,6,7,0,0,0,0,6,6,0,0,0,0,11,9,,,,,,,,,,,,,,,,
76,76,65,OWNER,Monthly,1996-10-29,9.0,classic,1997-10-25,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,32.0,female,1967-10-01,706796.4999999999,,162844.0,,701415.0,463606.59999999974,24200.0,0,0,0,0,13,27,0,0,0,0,21,23,0,0,0,0,21,24,0,0,0,7,38,37,3315.0,,3401.0,686.0,,1.0,,1.0,1.0,,,,,,,
77,77,66,OWNER,After_transaction,1993-12-03,10.0,classic,1996-12-07,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,44.0,female,1956-02-18,2989785.099999999,2889532.0,,2973420.0,400.0,2875132.0,14400.0,0,9,20,19,21,20,0,15,15,17,17,15,0,14,14,13,13,12,3,25,26,26,25,21,,4471.3,,,,,1.0,,,,,,,,,
78,78,67,OWNER,Monthly,1994-10-19,,,,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,56.0,female,1944-06-13,2278937.0,2239227.000000002,480508.0,2261205.0,6800.0,1758719.0000000014,,0,0,15,24,23,22,0,0,24,25,26,24,0,0,22,23,24,23,0,7,40,40,43,40,445.0,,,6393.0,6915.0,1.0,,,1.0,1.0,4973.0,1996-05-02,165960.0,24.0,6915.0,A
79,79,68,OWNER,After_transaction,1994-12-20,11.0,gold,1997-10-25,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,31.0,female,1969-03-10,1871323.5000000002,1774206.0,134013.0,1848968.0,9000.0,1579993.0,60200.0,0,0,9,33,34,30,0,0,19,25,28,27,0,0,28,27,28,29,0,1,44,43,46,48,1247.0,,137.0,1705.0,,2.0,,1.0,1.0,,,,,,,
80,80,69,OWNER,Monthly,1996-01-12,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,21.0,female,1979-02-25,282303.2,,,,278001.0,218831.80000000013,,0,0,0,14,20,18,0,0,0,18,16,14,0,0,0,15,15,13,0,0,0,28,30,23,,,,,,,,,,,,,,,,
81,81,70,OWNER,Monthly,1995-02-18,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,24.0,male,1976-04-29,478821.9,,174300.0,,471846.0,262098.60000000018,,0,0,4,15,16,19,0,0,9,15,16,17,0,0,16,18,15,16,0,0,30,27,28,26,,,,4150.0,,,,,1.0,,,,,,,
82,82,70,DISPONENT,Monthly,1995-02-18,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,20.0,female,1979-12-25,478821.9,,174300.0,,471846.0,262098.60000000018,,0,0,4,15,16,19,0,0,9,15,16,17,0,0,16,18,15,16,0,0,30,27,28,26,,,,4150.0,,,,,1.0,,,,,,,
83,83,71,OWNER,Monthly,1994-03-05,12.0,junior,1996-09-11,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,21.0,female,1978-12-25,1382682.7000000002,,232038.0,,1369576.0,1034973.7999999991,46100.0,0,3,32,31,31,32,0,9,25,27,26,27,0,22,26,24,25,24,0,45,43,41,45,41,2380.0,,1011.0,968.0,,2.0,,1.0,1.0,,,,,,,
84,84,71,DISPONENT,Monthly,1994-03-05,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,21.0,male,1979-05-05,1382682.7000000002,,232038.0,,1369576.0,1034973.7999999991,46100.0,0,3,32,31,31,32,0,9,25,27,26,27,0,22,26,24,25,24,0,45,43,41,45,41,2380.0,,1011.0,968.0,,2.0,,1.0,1.0,,,,,,,
85,85,72,OWNER,Weekly,1996-06-20,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,38.0,male,1961-08-27,1654840.5000000005,1632504.0,272455.0,,1648906.0,1360049.0,,0,0,0,0,21,18,0,0,0,4,32,24,0,0,0,21,34,23,0,0,0,41,44,34,2286.0,2923.0,,7109.0,,1.0,1.0,,1.0,,,,,,,
86,86,72,DISPONENT,Weekly,1996-06-20,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,30.0,female,1969-07-20,1654840.5000000005,1632504.0,272455.0,,1648906.0,1360049.0,,0,0,0,0,21,18,0,0,0,4,32,24,0,0,0,21,34,23,0,0,0,41,44,34,2286.0,2923.0,,7109.0,,1.0,1.0,,1.0,,,,,,,
87,87,73,OWNER,Monthly,1993-11-08,13.0,classic,1994-06-29,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,53.0,female,1946-11-17,1313249.8999999994,,351538.0,,1301192.5,790692.1999999991,109100.0,0,11,26,24,22,26,0,16,16,16,17,20,0,19,17,16,16,15,6,30,28,27,27,25,,,,6061.0,,,,,1.0,,,,,,,
89,89,75,OWNER,Monthly,1995-08-13,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,49.0,female,1951-05-05,555590.5,,121284.0,,551525.0,409010.99999999977,,0,0,0,22,22,21,0,0,0,16,15,15,0,0,4,16,15,14,0,0,13,26,25,24,,,,3369.0,,,,,1.0,,,,,,,
90,90,76,OWNER,Monthly,1996-05-16,,,,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,24.0,male,1975-08-17,299929.9000000001,,140616.0,,296245.0,139679.6000000001,,0,0,0,0,18,17,0,0,0,4,17,15,0,0,0,9,16,15,0,0,0,24,28,27,,,,5208.0,,,,,1.0,,,,,,,
91,91,77,OWNER,Monthly,1996-11-19,,,,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,59.0,male,1940-08-07,473642.69999999995,454303.9999999999,,469975.0,1100.0,454303.9999999998,,0,0,0,0,9,15,0,0,0,0,13,13,0,0,0,0,14,12,0,0,0,4,24,18,,1709.0,,,,,1.0,,,,,,,,,
92,92,78,OWNER,Monthly,1993-07-07,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,34.0,female,1966-06-12,1273705.9000000001,,551379.0,,1263277.0,644390.5999999992,,0,22,24,22,21,22,0,19,16,16,17,17,9,16,16,17,18,16,21,30,27,29,30,26,,,,9039.0,,,,,1.0,,,,,,,
93,93,79,OWNER,Monthly,1996-11-29,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,75.0,male,1925-02-16,106821.90000000001,,58548.0,104550.0,600.0,26371.999999999996,,0,0,0,0,3,16,0,0,0,0,15,15,0,0,0,0,13,13,0,0,0,2,22,21,,,,2788.0,,,,,1.0,,,,,,,
94,94,80,OWNER,Monthly,1995-09-27,,,,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,52.0,male,1947-09-09,135524.69999999998,,76568.0,131742.0,900.0,31606.39999999997,,0,0,0,9,19,19,0,0,0,15,13,13,0,0,1,13,13,12,0,0,4,24,24,23,,,,2252.0,,,,,1.0,,,,,,,
95,95,80,DISPONENT,Monthly,1995-09-27,,,,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,47.0,female,1952-08-03,135524.69999999998,,76568.0,131742.0,900.0,31606.39999999997,,0,0,0,9,19,19,0,0,0,15,13,13,0,0,1,13,13,12,0,0,4,24,24,23,,,,2252.0,,,,,1.0,,,,,,,
96,96,81,OWNER,Monthly,1996-07-18,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,28.0,male,1972-02-29,135753.2,,51109.0,89436.0,43200.0,48200.39999999997,,0,0,0,0,30,29,0,0,0,0,25,24,0,0,0,7,20,25,0,0,0,19,36,38,62.0,,229.0,1765.0,,1.0,,1.0,1.0,,,,,,,
97,97,82,OWNER,Monthly,1994-05-03,,,,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,34.0,male,1965-11-28,2462375.7000000007,2378446.6000000015,,,2449596.0,2378446.600000002,,0,0,20,16,23,26,0,5,14,17,14,22,0,15,13,19,12,19,0,29,25,45,26,31,,,,,,,,,,,,,,,,
98,98,83,OWNER,Monthly,1993-04-16,,,,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,27.0,female,1973-05-04,725598.3000000003,,393600.0,,719124.0,298759.8,,0,22,26,25,20,24,7,19,19,20,17,17,12,19,20,18,15,15,29,33,33,32,29,27,3940.0,,,2210.0,,1.0,,,1.0,,,,,,,
99,99,83,DISPONENT,Monthly,1993-04-16,,,,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,27.0,male,1973-01-26,725598.3000000003,,393600.0,,719124.0,298759.8,,0,22,26,25,20,24,7,19,19,20,17,17,12,19,20,18,15,15,29,33,33,32,29,27,3940.0,,,2210.0,,1.0,,,1.0,,,,,,,
100,100,84,OWNER,After_transaction,1995-12-25,,,,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,57.0,female,1942-08-11,1239517.6,1135396.0,410916.0,,1233383.0,724480.0,,0,0,0,12,19,20,0,0,0,19,14,24,0,0,0,14,12,18,0,0,1,32,24,32,,1709.0,,12452.0,,,1.0,,1.0,,,,,,,
101,101,85,OWNER,Monthly,1997-03-23,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,57.0,male,1943-01-23,181593.09999999998,,65127.0,,179149.0,64453.59999999998,,0,0,0,0,1,22,0,0,0,0,9,15,0,0,0,0,13,17,0,0,0,0,27,26,,1792.0,,3831.0,,,1.0,,1.0,,,,,,,
102,102,86,OWNER,Monthly,1993-03-07,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,41.0,female,1958-09-10,233434.8,,141690.0,227010.0,800.0,69768.99999999997,,3,25,24,26,23,22,6,17,16,16,17,17,15,15,15,16,17,18,27,30,26,26,30,28,1160.0,,,1002.0,,1.0,,,1.0,,,,,,,
103,103,86,DISPONENT,Monthly,1993-03-07,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,45.0,male,1955-07-11,233434.8,,141690.0,227010.0,800.0,69768.99999999997,,3,25,24,26,23,22,6,17,16,16,17,17,15,15,15,16,17,18,27,30,26,26,30,28,1160.0,,,1002.0,,1.0,,,1.0,,,,,,,
105,105,88,OWNER,Monthly,1996-07-03,,,,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,20.0,male,1980-05-26,104551.3,,58968.0,102090.0,300.0,21155.0,,0,0,0,0,20,19,0,0,0,0,13,15,0,0,0,7,13,15,0,0,0,15,23,23,,,,2268.0,,,,,1.0,,,,,,,
106,106,89,OWNER,Monthly,1997-09-25,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,31.0,female,1968-12-30,98565.9,,,,96857.0,60645.999999999985,,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,1,14,0,0,0,0,10,20,,,,,,,,,,,,,,,,
107,107,90,OWNER,Monthly,1994-07-13,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,28.0,male,1972-06-23,1431980.4000000001,,484218.0,,1423701.0,923635.3999999992,,0,0,33,31,31,29,0,0,26,26,25,24,0,9,26,28,27,25,0,22,43,44,45,41,2736.0,,4372.0,2774.0,,2.0,,1.0,1.0,,,,,,,
108,108,91,OWNER,Monthly,1996-11-06,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,36.0,male,1963-09-13,266448.1,270635.70000000007,,,264661.0,270635.70000000007,,0,0,0,0,6,7,0,0,0,0,7,13,0,0,0,0,7,17,0,0,0,5,12,25,,,,,,,,,,,,,,,,
110,110,93,OWNER,Monthly,1996-06-12,,,,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,33.0,female,1967-04-13,261388.50000000003,,,,257992.0,227379.6000000001,,0,0,0,0,21,22,0,0,0,3,14,13,0,0,0,9,12,13,0,0,0,19,22,18,,,,,,,,,,,,,,,,
112,112,95,OWNER,Monthly,1995-03-30,14.0,classic,1996-02-17,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,65.0,male,1935-01-25,1182225.9,,,,1172919.0,1043883.9999999993,57900.0,0,0,1,20,20,21,0,0,9,14,15,15,0,0,11,14,12,13,0,0,22,23,21,20,,,,,,,,,,,,,,,,
113,113,95,DISPONENT,Monthly,1995-03-30,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,59.0,female,1940-08-15,1182225.9,,,,1172919.0,1043883.9999999993,57900.0,0,0,1,20,20,21,0,0,9,14,15,15,0,0,11,14,12,13,0,0,22,23,21,20,,,,,,,,,,,,,,,,
114,114,96,OWNER,Monthly,1993-02-18,15.0,classic,1995-03-05,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,31.0,female,1969-06-24,3417350.000000001,3332489.0000000037,246662.0,3360802.0,36300.0,3043927.0000000037,41900.0,4,33,32,33,36,31,10,26,30,30,28,28,27,25,28,27,27,31,48,45,48,46,50,48,2784.0,4422.1,46.0,908.0,,2.0,1.0,1.0,1.0,,,,,,,
115,115,96,DISPONENT,Monthly,1993-02-18,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,30.0,male,1969-12-24,3417350.000000001,3332489.0000000037,246662.0,3360802.0,36300.0,3043927.0000000037,41900.0,4,33,32,33,36,31,10,26,30,30,28,28,27,25,28,27,27,31,48,45,48,46,50,48,2784.0,4422.1,46.0,908.0,,2.0,1.0,1.0,1.0,,,,,,,
116,116,97,OWNER,Monthly,1996-05-05,16.0,classic,1998-06-23,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,58.0,male,1942-01-28,640920.1999999998,,209642.0,,635480.0,365494.19999999984,13200.0,0,0,0,0,29,27,0,0,0,6,31,28,0,0,0,11,28,28,0,0,0,38,48,46,2426.0,,3.0,1436.0,8573.0,2.0,,1.0,1.0,1.0,4986.0,1997-08-10,102876.0,12.0,8573.0,A
117,117,97,DISPONENT,Monthly,1996-05-05,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,63.0,female,1936-09-20,640920.1999999998,,209642.0,,635480.0,365494.19999999984,13200.0,0,0,0,0,29,27,0,0,0,6,31,28,0,0,0,11,28,28,0,0,0,38,48,46,2426.0,,3.0,1436.0,8573.0,2.0,,1.0,1.0,1.0,4986.0,1997-08-10,102876.0,12.0,8573.0,A
118,118,98,OWNER,Monthly,1997-05-02,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,78.0,male,1922-07-19,93421.99999999997,,36339.0,91140.0,1100.0,42638.999999999985,,0,0,0,0,0,21,0,0,0,0,5,19,0,0,0,0,9,16,0,0,0,0,27,27,,,,2318.0,,,,,2.0,,,,,,,
119,119,98,DISPONENT,Monthly,1997-05-02,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,78.0,female,1922-02-28,93421.99999999997,,36339.0,91140.0,1100.0,42638.999999999985,,0,0,0,0,0,21,0,0,0,0,5,19,0,0,0,0,9,16,0,0,0,0,27,27,,,,2318.0,,,,,2.0,,,,,,,
120,120,99,OWNER,Monthly,1995-06-27,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,24.0,male,1976-05-10,1258139.6999999997,1255832.4,293920.0,,1250922.0,961912.3999999993,,0,0,0,16,24,11,0,0,1,20,23,25,0,0,9,17,26,18,0,0,12,35,33,22,4682.0,,,4503.0,,1.0,,,1.0,,,,,,,
121,121,100,OWNER,Monthly,1993-12-28,,,,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,21.0,female,1978-10-29,883214.4999999998,,443912.0,,873215.0,364462.9999999999,,0,9,26,28,26,26,0,16,21,20,19,21,0,18,18,19,20,19,1,33,32,33,33,31,7329.0,,,598.0,,1.0,,,1.0,,,,,,,
122,122,101,OWNER,Monthly,1996-04-16,,,,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,36.0,female,1963-11-13,676120.2000000002,,248121.0,,669940.0,354314.19999999995,,0,0,0,0,26,26,0,0,0,7,21,20,0,0,0,12,20,19,0,0,0,29,34,29,855.0,,,8037.0,,1.0,,,1.0,,,,,,,
123,123,102,OWNER,Monthly,1993-10-16,,,,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,31.0,male,1969-02-12,909034.0000000003,859040.3999999994,132004.0,,900386.0,727036.3999999994,,0,6,6,23,21,23,0,6,7,22,20,16,0,7,6,27,21,13,3,10,22,44,37,33,377.0,,,3373.0,7370.2,1.0,,,1.0,1.0,,,,,,
124,124,103,OWNER,Monthly,1996-03-10,,,,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,32.0,male,1967-09-21,876387.2000000003,838364.0999999996,81072.19999999998,,867846.0,757291.8999999996,,0,0,0,1,11,29,0,0,0,3,24,21,0,0,0,3,24,26,0,0,0,5,36,37,,,,,7370.2,,,,,1.0,4988.0,1997-12-06,265320.0,36.0,7370.0,D
125,125,104,OWNER,Monthly,1993-04-15,,,,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,63.0,male,1936-10-31,214125.30000000002,,130688.0,208284.0,500.0,57799.79999999994,,0,21,22,22,22,21,3,17,18,19,15,16,7,15,16,17,17,16,22,28,27,29,27,28,1464.0,,,578.0,,1.0,,,1.0,,,,,,,
126,126,104,DISPONENT,Monthly,1993-04-15,,,,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,70.0,female,1929-09-27,214125.30000000002,,130688.0,208284.0,500.0,57799.79999999994,,0,21,22,22,22,21,3,17,18,19,15,16,7,15,16,17,17,16,22,28,27,29,27,28,1464.0,,,578.0,,1.0,,,1.0,,,,,,,
127,127,105,OWNER,Monthly,1997-07-10,17.0,classic,1998-06-07,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,49.0,female,1950-12-27,255490.7,238269.20000000004,7348.0,,252833.0,230921.20000000004,,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,5,14,0,0,0,0,12,23,,,,,7348.0,,,,,1.0,4989.0,1998-12-05,352704.0,48.0,7348.0,C
128,128,106,OWNER,Monthly,1994-11-27,18.0,classic,1995-08-25,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,27.0,female,1973-04-04,959859.2,,168075.0,,950932.0,661142.3999999994,65700.0,0,0,9,23,23,23,0,0,17,17,19,17,0,0,16,15,16,15,0,4,29,27,27,27,,,,3735.0,,,,,1.0,,,,,,,
129,129,107,OWNER,Monthly,1993-11-05,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,53.0,female,1947-05-31,551131.0000000001,,262552.0,,542660.0,244312.20000000024,,0,13,27,31,28,28,0,23,22,21,22,22,0,22,24,22,23,22,6,40,42,39,38,37,1580.0,,959.0,2015.0,,1.0,,1.0,1.0,,,,,,,
130,130,108,OWNER,Monthly,1995-03-10,19.0,classic,1997-09-09,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,58.0,male,1942-02-14,794900.4999999999,,192120.0,,784647.0,522403.99999999953,23400.0,0,0,1,17,16,17,0,0,9,17,17,16,0,0,12,16,15,15,0,0,27,29,29,28,,,,4803.0,,,,,1.0,,,,,,,
131,131,109,OWNER,Monthly,1997-04-20,20.0,classic,1998-12-02,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,23.0,female,1977-01-31,122669.9,,,,119887.0,77448.20000000001,3400.0,0,0,0,0,0,17,0,0,0,0,9,20,0,0,0,0,17,17,0,0,0,0,28,28,,,,,,,,,,,,,,,,
132,132,110,OWNER,Monthly,1996-07-17,21.0,classic,1998-02-26,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,47.0,male,1953-01-26,751639.2999999999,,147808.0,,745897.0,515150.3999999997,14800.0,0,0,0,0,28,29,0,0,0,0,24,23,0,0,0,7,21,23,0,0,0,17,36,36,98.0,,,3050.0,4516.0,1.0,,,1.0,1.0,4990.0,1997-09-08,162576.0,36.0,4516.0,C
134,134,112,OWNER,Monthly,1993-03-12,,,,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,68.0,male,1932-01-18,468254.7,,133315.0,460740.0,200.0,283128.99999999994,,3,21,22,18,18,14,6,15,18,15,15,13,15,17,15,14,12,15,27,29,26,24,22,22,,,,2051.0,,,,,1.0,,,,,,,
135,135,112,DISPONENT,Monthly,1993-03-12,,,,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,61.0,female,1938-09-10,468254.7,,133315.0,460740.0,200.0,283128.99999999994,,3,21,22,18,18,14,6,15,18,15,15,13,15,17,15,14,12,15,27,29,26,24,22,22,,,,2051.0,,,,,1.0,,,,,,,
136,136,113,OWNER,Monthly,1996-07-22,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,79.0,female,1921-01-26,188751.5,,78650.0,186093.0,600.0,83750.40000000004,,0,0,0,0,17,17,0,0,0,0,15,15,0,0,0,3,16,14,0,0,0,10,28,22,,,,3146.0,,,,,1.0,,,,,,,
137,137,114,OWNER,Monthly,1997-03-14,,,,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,76.0,male,1923-09-14,90904.29999999999,,34501.0,88914.0,500.0,30303.599999999988,,0,0,0,0,1,22,0,0,0,0,3,16,0,0,0,0,11,18,0,0,0,0,27,27,,,,2123.0,,,,,2.0,,,,,,,
138,138,115,OWNER,Monthly,1993-03-19,22.0,classic,1997-01-11,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,27.0,female,1972-10-21,634589.6,,332150.0,,625581.0,225734.40000000029,43100.0,1,18,16,16,16,16,9,17,16,17,19,16,14,18,17,16,19,16,27,28,28,27,29,27,,,,5110.0,,,,,1.0,,,,,,,
139,139,116,OWNER,Monthly,1996-03-21,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,40.0,female,1959-07-25,840019.3999999998,,160341.0,,835728.0,607468.7999999996,,0,0,0,1,24,22,0,0,0,9,16,16,0,0,0,14,15,13,0,0,0,29,26,22,,927.0,,5529.0,,,1.0,,1.0,,,,,,,
